Customer_ID,First_Name,Last_Name,City,State,Country,Postal_Code,Region,Order_ID,Order_Date,Ship_Date,Sales,Product_ID,Product_Name,Category,Sub_Category,Shipper_ID,Ship_Mode
DM-12955,Dario,Medina,Fairfield,Ohio,United States,45014,East,CA-2016-168480,2016-09-21,2016-09-27,25.99,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,103,Standard Class
TB-21250,Tim,Brockman,Los Angeles,California,United States,90049,West,US-2017-166660,2017-01-30,2017-02-01,48.58,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,104,Second Class
SR-20425,Sharelle,Roach,Detroit,Michigan,United States,48234,Central,CA-2015-140487,2015-06-14,2015-06-20,212.94,FUR-BO-10000711,"Hon Metal Bookcases, Gray",Furniture,Bookcases,103,Standard Class
LH-16900,Lena,Hernandez,Greenville,North Carolina,United States,27834,South,US-2015-156559,2015-08-19,2015-08-26,638.82,FUR-BO-10000711,"Hon Metal Bookcases, Gray",Furniture,Bookcases,103,Standard Class
KA-16525,Kelly,Andreada,San Diego,California,United States,92037,West,CA-2018-168641,2018-11-24,2018-12-01,12.96,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,103,Standard Class
JW-15955,Joni,Wasserman,Philadelphia,Pennsylvania,United States,19120,East,US-2016-164238,2016-08-16,2016-08-20,44.69,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,103,Standard Class
HM-14860,Harry,Marie,Philadelphia,Pennsylvania,United States,19120,East,US-2017-110170,2017-09-27,2017-10-03,956.66,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,103,Standard Class
EP-13915,Emily,Phan,Philadelphia,Pennsylvania,United States,19120,East,US-2017-131611,2017-11-05,2017-11-09,3.56,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,103,Standard Class
ME-17725,Max,Engle,Newark,Delaware,United States,19711,East,CA-2018-137449,2018-06-29,2018-06-30,21.39,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,101,First Class
MT-18070,Michelle,Tran,Tulsa,Oklahoma,United States,74133,Central,CA-2018-140963,2018-06-10,2018-06-13,29.6,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,101,First Class
JE-15745,Joel,Eaton,Louisville,Colorado,United States,80027,West,CA-2018-108070,2018-04-16,2018-04-20,102.83,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,103,Standard Class
RD-19720,Roger,Demir,Seattle,Washington,United States,98105,West,CA-2017-149762,2017-12-03,2017-12-07,21.92,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,103,Standard Class
NR-18550,Nick,Radford,Amarillo,Texas,United States,79109,Central,CA-2017-152688,2017-10-17,2017-10-20,120.98,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,101,First Class
TS-21160,Theresa,Swint,York,Pennsylvania,United States,17403,East,CA-2017-156251,2017-08-13,2017-08-18,8.52,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,104,Second Class
GA-14725,Guy,Armstrong,Salem,Oregon,United States,97301,West,CA-2015-131247,2015-03-30,2015-04-04,205.67,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,103,Standard Class
TS-21370,Todd,Sumrall,New York City,New York,United States,10035,East,CA-2015-101931,2015-10-28,2015-10-31,6.28,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,101,First Class
KN-16450,Kean,Nguyen,Baltimore,Maryland,United States,21215,East,CA-2015-154599,2015-04-12,2015-04-17,18.09,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,103,Standard Class
DN-13690,Duane,Noonan,Columbia,Maryland,United States,21044,East,CA-2015-166744,2015-09-20,2015-09-24,59.98,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,103,Standard Class
SS-20875,Sung,Shariari,Redmond,Washington,United States,98052,West,CA-2016-163965,2016-11-20,2016-11-27,7.23,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,103,Standard Class
LL-16840,Lauren,Leatherbury,Waynesboro,Virginia,United States,22980,South,CA-2016-137974,2016-04-16,2016-04-18,9.14,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,101,First Class
BM-11650,Brian,Moss,Omaha,Nebraska,United States,68104,Central,CA-2016-100454,2016-11-20,2016-11-25,11.52,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,103,Standard Class
TB-21400,Tom,Boeckenhauer,Seattle,Washington,United States,98105,West,CA-2018-134565,2018-06-11,2018-06-13,18.29,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,104,Second Class
DB-12910,Daniel,Byrd,Tampa,Florida,United States,33614,South,CA-2018-141201,2018-12-09,2018-12-11,148.26,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,104,Second Class
RL-19615,Rob,Lucas,Fayetteville,North Carolina,United States,28314,South,US-2018-169551,2018-07-07,2018-07-09,13.39,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,101,First Class
CC-12610,Corey,Catlett,Columbus,Ohio,United States,43229,East,CA-2017-157707,2017-10-10,2017-10-12,15.99,FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,Bookcases,101,First Class
CR-12820,Cyra,Reiten,New York City,New York,United States,10035,East,CA-2018-159149,2018-02-17,2018-02-19,89.07,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,101,First Class
JP-15520,Jeremy,Pistek,Madison,Wisconsin,United States,53711,Central,CA-2015-144666,2015-11-09,2015-11-11,62.65,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,104,Second Class
DB-13555,Dorothy,Badders,Dublin,Ohio,United States,43017,East,US-2018-133200,2018-05-06,2018-05-11,11.06,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,103,Standard Class
CP-12085,Cathy,Prescott,Tucson,Arizona,United States,85705,West,US-2018-167402,2018-01-13,2018-01-18,32.4,FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,104,Second Class
SC-20020,Sam,Craven,Plano,Texas,United States,75023,Central,CA-2015-166863,2015-06-20,2015-06-24,3.39,FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,103,Standard Class
JL-15235,Janet,Lee,Kissimmee,Florida,United States,34741,South,CA-2016-137925,2016-11-30,2016-12-04,23.66,FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,103,Standard Class
TG-21310,Toby,Gnade,New York City,New York,United States,10035,East,CA-2016-143364,2016-07-14,2016-07-19,18.5,FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,104,Second Class
RM-19375,Raymond,Messe,Columbus,Georgia,United States,31907,South,US-2017-106600,2017-04-08,2017-04-11,354.9,FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,101,First Class
DS-13030,Darrin,Sayre,San Francisco,California,United States,94122,West,CA-2018-131954,2018-01-21,2018-01-25,18.72,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,103,Standard Class
SC-20050,Sample,Company A,Arlington,Texas,United States,76017,Central,CA-2017-123533,2017-11-24,2017-11-30,10.53,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,103,Standard Class
HF-14995,Herbert,Flentye,Baltimore,Maryland,United States,21215,East,CA-2017-117681,2017-04-09,2017-04-14,556.66,FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,103,Standard Class
AG-10900,Arthur,Gainer,Philadelphia,Pennsylvania,United States,19134,East,CA-2018-110198,2018-05-01,2018-05-02,4.61,FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,101,First Class
CG-12520,Claire,Gute,Houston,Texas,United States,77070,Central,CA-2017-152156,2017-11-08,2017-11-11,261.96,FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,104,Second Class
SV-20365,Seth,Vernon,Philadelphia,Pennsylvania,United States,19134,East,CA-2018-159793,2018-08-25,2018-08-29,130.98,FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,103,Standard Class
KT-16480,Kean,Thornton,Denver,Colorado,United States,80219,West,CA-2018-142461,2018-05-30,2018-06-03,204.67,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,104,Second Class
CJ-12010,Caroline,Jumper,Jacksonville,Florida,United States,32216,South,CA-2018-144491,2018-03-27,2018-04-01,39.99,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
AA-10645,Anna,Andreadi,San Diego,California,United States,92105,West,CA-2017-147137,2017-07-04,2017-07-06,25.4,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,101,First Class
BD-11770,Bryan,Davis,Houston,Texas,United States,77070,Central,CA-2018-115105,2018-02-06,2018-02-11,240.78,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
MO-17500,Mary,O'Rourke,Freeport,New York,United States,11520,East,CA-2017-102981,2017-09-06,2017-09-09,31.86,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,104,Second Class
PO-18850,Patrick,O'Brill,Virginia Beach,Virginia,United States,23464,South,CA-2016-130183,2016-11-13,2016-11-17,614,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
CM-12715,Craig,Molinari,Seattle,Washington,United States,98103,West,CA-2016-133585,2016-03-01,2016-03-04,55.33,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,101,First Class
AP-10915,Arthur,Prichep,Los Angeles,California,United States,90045,West,US-2018-132059,2018-09-23,2018-09-29,47.98,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
GM-14440,Gary,McGarr,New York City,New York,United States,10009,East,US-2018-121251,2018-03-26,2018-03-27,119.96,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,101,First Class
DW-13585,Dorothy,Wardle,Westfield,New Jersey,United States,7090,East,CA-2016-162950,2016-06-28,2016-07-03,15.55,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,104,Second Class
KD-16495,Keith,Dawkins,New York City,New York,United States,10024,East,CA-2017-123337,2017-09-16,2017-09-22,17.48,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,103,Standard Class
TS-21340,Toby,Swindell,Los Angeles,California,United States,90036,West,CA-2015-146591,2015-01-19,2015-01-20,32.34,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,101,First Class
KH-16510,Keith,Herrera,San Francisco,California,United States,94110,West,CA-2018-117457,2018-12-08,2018-12-12,9.68,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,103,Standard Class
JR-16210,Justin,Ritter,Springfield,Ohio,United States,45503,East,CA-2018-143378,2018-09-19,2018-09-25,23.83,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,103,Standard Class
JK-16090,Juliana,Krohn,Springfield,Oregon,United States,97477,West,CA-2018-141117,2018-10-02,2018-10-08,22.64,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,103,Standard Class
EH-14005,Erica,Hernandez,Lansing,Michigan,United States,48911,Central,CA-2018-167381,2018-09-22,2018-09-24,27.72,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,104,Second Class
JS-15595,Jill,Stevenson,Miami,Florida,United States,33180,South,US-2015-127978,2015-03-03,2015-03-08,15.12,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,103,Standard Class
PN-18775,Parhena,Norris,New York City,New York,United States,10011,East,US-2018-132031,2018-04-23,2018-04-27,3,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,103,Standard Class
JB-16000,Joy,Bell-,Longview,Washington,United States,98632,West,CA-2018-124674,2018-11-17,2018-11-23,327.73,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
BT-11440,Bobby,Trafton,Frankfort,Illinois,United States,60423,Central,CA-2017-106383,2017-03-19,2017-03-21,72.29,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,104,Second Class
RA-19915,Russell,Applegate,Houston,Texas,United States,77095,Central,CA-2018-140585,2018-12-18,2018-12-23,46.67,FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,Bookcases,104,Second Class
PF-19120,Peter,Fuller,New York City,New York,United States,10035,East,US-2016-126977,2016-09-17,2016-09-23,14.9,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,103,Standard Class
PW-19240,Pierre,Wener,Columbia,Maryland,United States,21044,East,US-2016-145422,2016-12-03,2016-12-07,359.5,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,103,Standard Class
CM-11935,Carlos,Meador,Fayetteville,North Carolina,United States,28314,South,US-2017-135923,2017-01-22,2017-01-28,14.27,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,103,Standard Class
SB-20185,Sarah,Brown,Evanston,Illinois,United States,60201,Central,CA-2018-116127,2018-06-25,2018-06-27,400.78,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,104,Second Class
MS-17365,Maribeth,Schnelling,Chicago,Illinois,United States,60653,Central,CA-2017-107104,2017-11-26,2017-11-30,37.17,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,103,Standard Class
SG-20080,Sandra,Glassco,Redlands,California,United States,92374,West,CA-2016-164882,2016-10-31,2016-10-31,5.04,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,102,Same Day
MH-18025,Michelle,Huthwaite,Lafayette,Louisiana,United States,70506,South,CA-2016-148635,2016-07-25,2016-07-27,9.42,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,104,Second Class
GT-14710,Greg,Tran,New York City,New York,United States,10035,East,CA-2015-128209,2015-11-17,2015-11-22,2152.78,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,103,Standard Class
MW-18220,Mitch,Webber,Seattle,Washington,United States,98103,West,CA-2015-125997,2015-09-20,2015-09-23,30.98,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,101,First Class
BD-11500,Bradley,Drucker,Green Bay,Wisconsin,United States,54302,Central,US-2018-133312,2018-11-25,2018-11-29,10.48,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,103,Standard Class
JL-15505,Jeremy,Lonsdale,Midland,Michigan,United States,48640,Central,CA-2017-138520,2017-04-08,2017-04-13,8.26,FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,103,Standard Class
MM-18055,Michelle,Moray,Chicago,Illinois,United States,60623,Central,US-2016-165743,2016-11-20,2016-11-23,4.9,FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,104,Second Class
CV-12805,Cynthia,Voltz,Fort Worth,Texas,United States,76106,Central,CA-2018-135692,2018-04-27,2018-05-01,33.12,FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,103,Standard Class
JO-15145,Jack,O'Briant,Philadelphia,Pennsylvania,United States,19140,East,US-2017-100461,2017-01-08,2017-01-12,106.05,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
RA-19915,Russell,Applegate,Houston,Texas,United States,77095,Central,US-2016-122784,2016-07-20,2016-07-27,2.88,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
CL-11890,Carl,Ludwig,Chicago,Illinois,United States,60623,Central,CA-2018-121888,2018-09-15,2018-09-17,16.28,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,104,Second Class
MK-17905,Michael,Kennedy,Miami,Florida,United States,33180,South,CA-2017-155516,2017-10-21,2017-10-21,7.36,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,102,Same Day
MP-17470,Mark,Packer,Brownsville,Texas,United States,78521,Central,CA-2016-102281,2016-10-12,2016-10-14,19.9,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,101,First Class
TS-21430,Tom,Stivers,Seattle,Washington,United States,98103,West,CA-2015-155796,2015-11-11,2015-11-15,23.97,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,104,Second Class
SN-20710,Steve,Nguyen,Rockford,Illinois,United States,61107,Central,CA-2016-117415,2016-12-27,2016-12-31,113.33,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
SC-20260,Scott,Cohen,San Francisco,California,United States,94122,West,CA-2016-111514,2016-08-31,2016-09-02,36.51,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,101,First Class
NW-18400,Natalie,Webber,New York City,New York,United States,10024,East,CA-2016-115511,2016-11-21,2016-11-25,66.05,FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,103,Standard Class
JK-16120,Julie,Kriz,New York City,New York,United States,10009,East,CA-2017-113425,2017-11-21,2017-11-21,113.57,FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,102,Same Day
IL-15100,Ivan,Liston,San Francisco,California,United States,94122,West,CA-2016-156482,2016-02-06,2016-02-13,5.68,FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,103,Standard Class
SO-20335,Sean,O'Donnell,Columbia,Tennessee,United States,38401,South,CA-2018-166926,2018-12-01,2018-12-08,41.86,FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,103,Standard Class
DR-12880,Dan,Reichenbach,Chicago,Illinois,United States,60623,Central,CA-2018-143574,2018-06-29,2018-07-02,25.16,FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,101,First Class
AJ-10795,Anthony,Johnson,Seattle,Washington,United States,98115,West,CA-2018-142342,2018-07-17,2018-07-19,10.56,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,104,Second Class
JR-15670,Jim,Radford,Colorado Springs,Colorado,United States,80906,West,US-2016-103471,2016-12-24,2016-12-28,14.04,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
AS-10045,Aaron,Smayling,New York City,New York,United States,10035,East,CA-2017-148747,2017-09-25,2017-09-27,477.67,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,101,First Class
JK-15625,Jim,Karlsson,Olympia,Washington,United States,98502,West,CA-2016-113152,2016-12-25,2016-12-30,449.57,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,103,Standard Class
PC-18745,Pamela,Coakley,Westfield,New Jersey,United States,7090,East,CA-2015-150245,2015-12-31,2016-01-04,1573.49,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,104,Second Class
MP-17470,Mark,Packer,Brownsville,Texas,United States,78521,Central,CA-2016-102281,2016-10-12,2016-10-14,19.9,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,101,First Class
PP-18955,Paul,Prost,Holyoke,Massachusetts,United States,1040,East,CA-2016-146087,2016-07-06,2016-07-11,301.96,FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,103,Standard Class
NR-18550,Nick,Radford,Amarillo,Texas,United States,79109,Central,CA-2018-140872,2018-06-03,2018-06-10,4.55,FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,103,Standard Class
DS-13180,David,Smith,Houston,Texas,United States,77095,Central,CA-2018-154907,2018-03-31,2018-04-04,205.33,FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,103,Standard Class
AG-10300,Aleksandra,Gannaway,Franklin,Massachusetts,United States,2038,East,CA-2017-143749,2017-12-05,2017-12-07,81.94,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,101,First Class
HJ-14875,Heather,Jas,Jacksonville,Florida,United States,32216,South,CA-2017-166772,2017-09-20,2017-09-24,163.88,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,103,Standard Class
GB-14530,George,Bell,Auburn,New York,United States,13021,East,CA-2017-159912,2017-08-29,2017-09-03,3.49,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,103,Standard Class
SP-20860,Sung,Pak,Jacksonville,Florida,United States,32216,South,CA-2016-103870,2016-12-27,2016-12-31,4.73,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,103,Standard Class
DK-12895,Dana,Kaydos,Rockford,Illinois,United States,61107,Central,CA-2016-105627,2016-03-08,2016-03-12,14.98,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,103,Standard Class
TS-21430,Tom,Stivers,Seattle,Washington,United States,98103,West,CA-2015-111192,2015-07-30,2015-08-05,1367.84,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,103,Standard Class
MA-17560,Matt,Abelman,Jackson,Michigan,United States,49201,Central,CA-2016-130974,2016-11-27,2016-11-29,38.97,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,104,Second Class
BM-11650,Brian,Moss,Omaha,Nebraska,United States,68104,Central,US-2015-134733,2015-09-23,2015-09-28,83.98,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,103,Standard Class
CM-12190,Charlotte,Melton,San Diego,California,United States,92105,West,CA-2018-165386,2018-08-03,2018-08-04,183.37,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,101,First Class
HG-14845,Harry,Greene,Lake Charles,Louisiana,United States,70601,South,CA-2018-141873,2018-10-09,2018-10-14,12.82,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,103,Standard Class
JO-15145,Jack,O'Briant,Philadelphia,Pennsylvania,United States,19140,East,CA-2018-130764,2018-10-27,2018-10-28,95.84,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,101,First Class
